	0	1	2	3	4	5	6	7	8	9	10	11	12	13	opinion_integer	comment_clean
3173	-	True	119714	2020_10_15	58	FPÖ	Abgeordneter Wolfgang Zanger (FPÖ)	False	Das Allerschlimmste ist: Ihr erlaubt ihnen nicht die Nähe, die Kinder untereinander so dringend brauchen. Ihr nennt es Social Distancing. Das ist ein Ausdruck, den ich fast als Unwort des Jahres vorschlagen möchte.	False	False	False	False	True	0	Das Allerschlimmste ist: Ihr erlaubt ihnen nicht die Nähe, die Kinder untereinander so dringend brauchen. Ihr nennt es Social Distancing. Das ist ein Ausdruck, den ich fast als Unwort des Jahres vorschlagen möchte.
4372	+	False	174541	2021_02_24	85	ÖVP	Abgeordnete Bettina Zopf (ÖVP)	True	Seit den ersten Öffnungsschritten werden die Covid-19-Testungen von der Bevölkerung sehr gut angenommen.	False	False	False	True	False	2	Seit den ersten Öffnungsschritten werden die Covid-19-Testungen von der Bevölkerung sehr gut angenommen.
2450	+	False	200142	2021_05_03	101	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Es gibt nämlich keine Diskriminierung, weil es für diejenigen, die nicht geimpft oder nicht genesen sind, eben eine Ersatzhandlung in Form des Testens gibt.	False	False	True	True	False	2	Es gibt nämlich keine Diskriminierung, weil es für diejenigen, die nicht geimpft oder nicht genesen sind, eben eine Ersatzhandlung in Form des Testens gibt.
4513	+	False	162300	2021_01_14	77	ÖVP	Abgeordnete Martina Diesner-Wais (ÖVP)	True	Dafür sind Tests das beste Mittel, um die In­fektionszahlen so niedrig wie möglich zu halten.	False	False	False	True	False	2	Dafür sind Tests das beste Mittel, um die In­fektionszahlen so niedrig wie möglich zu halten.
3066	+	False	32891	2020_04_03	22	Grüne	Bundesminister für Kunst, Kultur, öffentlichen Dienst und Sport Vizekanzler Mag. Werner Kogler	True	Apropos halten: Abstand halten, durchhalten – und das alles zusammen ist das neue Zusammenhalten.	False	False	False	False	True	2	Apropos halten: Abstand halten, durchhalten – und das alles zusammen ist das neue Zusammenhalten.
389	+	True	193371	2021_04_21	97	Grüne	Bundesminister für Kunst, Kultur, öffentlichen Dienst und Sport Vizekanzler Mag. Werner Kogler	True	Diese Perspektive ist mir sehr, sehr wichtig, gerade weil in dem Haus – damit meine ich das Gesundheitsressort, aber auch die anderen Bereiche – sehr viel zu tun ist. Ich meine, es ist ja nicht ganz zufällig, dass eine Fraktion es hier konsequent vermeidet, Masken zu tragen. – Das hat sehr viel mit dem zu tun, was ich jetzt sagen will.	True	False	False	False	False	2	Diese Perspektive ist mir sehr, sehr wichtig, gerade weil in dem Haus – damit meine ich das Gesundheitsressort, aber auch die anderen Bereiche – sehr viel zu tun ist. Ich meine, es ist ja nicht ganz zufällig, dass eine Fraktion es hier konsequent vermeidet, Masken zu tragen. – Das hat sehr viel mit dem zu tun, was ich jetzt sagen will.
1252	-	False	64955	2020_05_26	32	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Da rede ich gar nicht von den möglicherweise erforderlichen Kostendeckungen für die Sozialversicherungen oder für die Krankenkassen; da rede ich noch gar nicht von den zusätzlichen Kosten durch den Behandlungsrückstau, der wegen des Lockdown im Ge­sundheitswesen passiert ist; da spreche ich noch gar nicht von den notwendigen Inves­titionsanreizen, damit wir unser Gesundheitssystem so umformen, dass die nächste Krise noch besser bestanden wird; und da rede ich noch gar nicht von den Kosten, die zur Absicherung der Arzneimittelversorgung und der Versorgung mit Medizinprodukten notwendig sind.	False	True	False	False	False	0	Da rede ich gar nicht von den möglicherweise erforderlichen Kostendeckungen für die Sozialversicherungen oder für die Krankenkassen; da rede ich noch gar nicht von den zusätzlichen Kosten durch den Behandlungsrückstau, der wegen des Lockdown im Ge­sundheitswesen passiert ist; da spreche ich noch gar nicht von den notwendigen Inves­titionsanreizen, damit wir unser Gesundheitssystem so umformen, dass die nächste Krise noch besser bestanden wird; und da rede ich noch gar nicht von den Kosten, die zur Absicherung der Arzneimittelversorgung und der Versorgung mit Medizinprodukten notwendig sind.
1712	+	False	185708	2021_03_25	91	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Es wäre also sinnvoll, durch Antikörpertests herauszufinden, wer die Krankheit schon gehabt hat, weil man dann diese Menschen beim Impfen hintenanreihen und zuerst die impfen kann, die noch gar keine Immunisierung haben.	False	False	True	True	False	2	Es wäre also sinnvoll, durch Antikörpertests herauszufinden, wer die Krankheit schon gehabt hat, weil man dann diese Menschen beim Impfen hintenanreihen und zuerst die impfen kann, die noch gar keine Immunisierung haben.
380	-	True	192696	2021_04_09	95	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Alles haben Sie da zugedeckt, und auch da besteht natürlich der Verdacht, dass bei der Hygiene Austria die ÖVP wieder die Hände im Spiel gehabt hat, und dies nicht ganz sauber, denn sonst könnten Sie es ja offenlegen, meine Damen und Herren. Wo in Europa gibt es denn eine FFP2-Maske? – Das sind zwei Staaten: Österreich und Deutschland, und in beiden Staaten gibt es Korruption rund um die Beschaffung dieser FFP2-Masken.	True	False	False	False	False	0	Alles haben Sie da zugedeckt, und auch da besteht natürlich der Verdacht, dass bei der Hygiene Austria die ÖVP wieder die Hände im Spiel gehabt hat, und dies nicht ganz sauber, denn sonst könnten Sie es ja offenlegen, meine Damen und Herren. Wo in Europa gibt es denn eine FFP2-Maske? – Das sind zwei Staaten: Österreich und Deutschland, und in beiden Staaten gibt es Korruption rund um die Beschaffung dieser FFP2-Masken.
333	o	True	164643	2021_01_20	79	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	– Alles, was diese Bundesregierung macht. Sie sind nicht in der Lage, die Wirtschaftsbetriebe in dem Ausmaß zu unterstützen, in dem sie es brauchen, Sie sind nicht einmal in der Lage, die Masken auszuschicken und zu verteilen , Sie sind nicht in der Lage, die Betten in unseren Krankenhäusern aufzustocken, weder die Intensivbetten noch die Normalbetten. – Sie sind zu nichts in der Lage!	True	False	False	False	False	1	– Alles, was diese Bundesregierung macht. Sie sind nicht in der Lage, die Wirtschaftsbetriebe in dem Ausmaß zu unterstützen, in dem sie es brauchen, Sie sind nicht einmal in der Lage, die Masken auszuschicken und zu verteilen , Sie sind nicht in der Lage, die Betten in unseren Krankenhäusern aufzustocken, weder die Intensivbetten noch die Normalbetten. – Sie sind zu nichts in der Lage!
4336	+	False	156793	2020_12_21	75	NEOS	Abgeordneter Dr. Nikolaus Scherak, MA (NEOS)	False	Ich bin auch der Meinung, man sollte so viele Menschen wie möglich mit Motivation zum Testen bewegen.	False	False	False	True	False	2	Ich bin auch der Meinung, man sollte so viele Menschen wie möglich mit Motivation zum Testen bewegen.
1995	+	False	161641	2021_01_14	77	SPÖ	Abgeordnete Mag. Verena Nussbaum (SPÖ)	False	Mit der Impfstrategie ist es ja anders als mit der Teststrategie, da haben wir eine Prio­risierung der besonders vulnerablen Gruppen, dass diese zuerst geimpft werden; wie aber die Impfung zu den Menschen kommt, ist nicht ganz klar, das ist wieder von Bun­desland zu Bundesland verschieden.	False	False	True	True	False	2	Mit der Impfstrategie ist es ja anders als mit der Teststrategie, da haben wir eine Prio­risierung der besonders vulnerablen Gruppen, dass diese zuerst geimpft werden; wie aber die Impfung zu den Menschen kommt, ist nicht ganz klar, das ist wieder von Bun­desland zu Bundesland verschieden.
1867	+	False	179917	2021_03_24	89	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	– Ende Juni des heurigen Jahres wollen wir mit dem ersten Stich bei zwei Drittel der Bevölkerung durch sein, damit hätten wir nach unserer Planung alle erreicht, die ein Interesse an einer Impfung haben werden.	False	False	True	False	False	2	– Ende Juni des heurigen Jahres wollen wir mit dem ersten Stich bei zwei Drittel der Bevölkerung durch sein, damit hätten wir nach unserer Planung alle erreicht, die ein Interesse an einer Impfung haben werden.
3350	-	True	147694	2020_12_10	69	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Das Ganze muss zeitlich, persönlich und sachlich auf die allernotwendigsten Fälle beschränkt werden, es muss tagtäglich überprüft werden und auch sofort wieder aufgehoben werden, wenn es nicht notwendig ist. Die nachhaltige Wirksamkeit muss nachgewiesen werden; das ist momentan besonders interessant, weil das nun im Herbst schon der zweite Lockdown ist. Ist diese Maßnahme nachhaltig wirksam?	False	True	False	False	False	0	Das Ganze muss zeitlich, persönlich und sachlich auf die allernotwendigsten Fälle beschränkt werden, es muss tagtäglich überprüft werden und auch sofort wieder aufgehoben werden, wenn es nicht notwendig ist. Die nachhaltige Wirksamkeit muss nachgewiesen werden; das ist momentan besonders interessant, weil das nun im Herbst schon der zweite Lockdown ist. Ist diese Maßnahme nachhaltig wirksam?
1760	+	True	185812	2021_03_25	91	FPÖ	Abgeordneter Michael Schnedlitz (FPÖ)	False	Sehr geehrte Damen und Herren! Es geht beim Testen und beim Impfen, wie schon in meinem vorigen Redebeitrag gesagt, eben um die körperliche Integrität. Da diese Eingriffe nicht zwangsmäßig durchgeführt werden können, würde es ja grundsätzlich darum gehen, dass, damit diese Maßnahmen angenommen werden, Sie vor allem Vertrauen gegenüber der Bevölkerung schaffen.	False	False	True	True	False	2	Sehr geehrte Damen und Herren! Es geht beim Testen und beim Impfen, wie schon in meinem vorigen Redebeitrag gesagt, eben um die körperliche Integrität. Da diese Eingriffe nicht zwangsmäßig durchgeführt werden können, würde es ja grundsätzlich darum gehen, dass, damit diese Maßnahmen angenommen werden, Sie vor allem Vertrauen gegenüber der Bevölkerung schaffen.
2808	+	False	161590	2021_01_14	77	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Und ich kann schon sagen, dass wir durch die Covid-Schutzimpfung in den letzten Wochen natürlich auch einen entsprechenden Druck aufbauen konnten, damit es zu einem schnellen Ausrollen kommt und die entsprechenden Finanzierungsnotwendigkei­ten gerade betreffend den Bereich der niedergelassenen Ärzteschaft angegangen wer­den – ich bedanke mich in diesem Zusammenhang auch bei den Ärztinnen und Ärzten für die gute Kooperation.	False	False	True	False	False	2	Und ich kann schon sagen, dass wir durch die Covid-Schutzimpfung in den letzten Wochen natürlich auch einen entsprechenden Druck aufbauen konnten, damit es zu einem schnellen Ausrollen kommt und die entsprechenden Finanzierungsnotwendigkei­ten gerade betreffend den Bereich der niedergelassenen Ärzteschaft angegangen wer­den – ich bedanke mich in diesem Zusammenhang auch bei den Ärztinnen und Ärzten für die gute Kooperation.
3613	o	True	163814	2021_01_20	79	FPÖ	Abgeordnete Edith Mühlberghuber (FPÖ)	False	Auch die Auszahlung muss rascher erfolgen. Frau Minister, Sie wissen es: Es hat da ja seit dem ersten Lockdown wirklich große Probleme gegeben, und die Familien haben lange warten müssen, bis sie Bescheid bekommen haben und bis sie auch das Geld ausbezahlt bekommen haben. Es handelt sich ja hier um finanziell schwache Familien und vor allem um alleinerziehende Mütter, die oft von Armutsgefährdung bedroht sind.	False	True	False	False	False	1	Auch die Auszahlung muss rascher erfolgen. Frau Minister, Sie wissen es: Es hat da ja seit dem ersten Lockdown wirklich große Probleme gegeben, und die Familien haben lange warten müssen, bis sie Bescheid bekommen haben und bis sie auch das Geld ausbezahlt bekommen haben. Es handelt sich ja hier um finanziell schwache Familien und vor allem um alleinerziehende Mütter, die oft von Armutsgefährdung bedroht sind.
3909	-	False	194180	2021_04_21	97	FPÖ	Abgeordneter Michael Schnedlitz (FPÖ)	False	Ich werde Ihnen aber sagen, was dieses Land brauchen würde: Dieses Land würde – was Sie und Ihr Ressort betrifft – eine Trendwende weg von diesen sinnlosen Dauerlockdowns , weg von dieser Alibi- und Showpolitik und eine schlagkräftige Armutsbekämpfung brauchen, nämlich eine Armutsbekämpfung und eine echte Hilfestellungen für Arbeitsmarkt und Wirtschaft, um das wieder gutzumachen, was Sie angerichtet haben.	False	True	False	False	False	0	Ich werde Ihnen aber sagen, was dieses Land brauchen würde: Dieses Land würde – was Sie und Ihr Ressort betrifft – eine Trendwende weg von diesen sinnlosen Dauerlockdowns , weg von dieser Alibi- und Showpolitik und eine schlagkräftige Armutsbekämpfung brauchen, nämlich eine Armutsbekämpfung und eine echte Hilfestellungen für Arbeitsmarkt und Wirtschaft, um das wieder gutzumachen, was Sie angerichtet haben.
3094	+	True	168364	2021_02_04	81	ÖVP	Bundesminister für Inneres Karl Nehammer, MSc	True	Nach intensiver Prüfung und Einholung der Expertise des Gesundheitsdienstes der Stadt Wien würde die Abhaltung der geplanten Versammlung jedenfalls eine Gefährdung im Hinblick auf das öffentliche Wohl darstellen. Grund dafür ist, dass zu erwarten war, dass an der Versammlung der FPÖ mehrere Tausend Personen teilnehmen und erfahrungsgemäß ein Großteil der Teilnehmer nicht den vorgeschriebenen MNS – sprich: den Mund-Nasen-Schutz – tragen würde. Die Einhaltung des verordneten Mindestabstandes von zwei Metern zwischen den einzelnen Versammlungsteilnehmern ist bei einer derartigen Großversammlung schlichtweg unmöglich.	True	False	False	False	False	2	Nach intensiver Prüfung und Einholung der Expertise des Gesundheitsdienstes der Stadt Wien würde die Abhaltung der geplanten Versammlung jedenfalls eine Gefährdung im Hinblick auf das öffentliche Wohl darstellen. Grund dafür ist, dass zu erwarten war, dass an der Versammlung der FPÖ mehrere Tausend Personen teilnehmen und erfahrungsgemäß ein Großteil der Teilnehmer nicht den vorgeschriebenen MNS – sprich: den Mund-Nasen-Schutz – tragen würde. Die Einhaltung des verordneten Mindestabstandes von zwei Metern zwischen den einzelnen Versammlungsteilnehmern ist bei einer derartigen Großversammlung schlichtweg unmöglich.
969	o	True	180320	2021_03_24	89	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Ist ja alles nicht so wichtig! Da akzeptieren wir lieber, dass zum Beispiel in Wien über 630 000 Menschen, die sich freiwillig gemeldet haben, auf einen Impftermin warten, aber weder der Impfstoff noch die Impfärzte da sind! Das, Herr Bundesminister, fällt in Ihren Verantwortungsbereich, in Ihren Kompetenzbereich, und dafür werden Sie auch die politische Verantwortung übernehmen müssen!	False	False	True	False	False	1	Ist ja alles nicht so wichtig! Da akzeptieren wir lieber, dass zum Beispiel in Wien über 630 000 Menschen, die sich freiwillig gemeldet haben, auf einen Impftermin warten, aber weder der Impfstoff noch die Impfärzte da sind! Das, Herr Bundesminister, fällt in Ihren Verantwortungsbereich, in Ihren Kompetenzbereich, und dafür werden Sie auch die politische Verantwortung übernehmen müssen!
3237	+	False	143612	2020_11_20	64	ÖVP	Bundesministerin für Arbeit, Familie und Jugend Mag. (FH) Christine Aschbacher	True	Es beruht auf Verzicht, es beruht auf Durchhaltevermögen und es be­ruht auf physischem Abstandhalten – und trotzdem halten wir alle zusammen, egal, wel­chen Alters, egal, in welcher Konstellation der Familie, und egal, in welcher Zusammen­setzung.	False	False	False	False	True	2	Es beruht auf Verzicht, es beruht auf Durchhaltevermögen und es be­ruht auf physischem Abstandhalten – und trotzdem halten wir alle zusammen, egal, wel­chen Alters, egal, in welcher Konstellation der Familie, und egal, in welcher Zusammen­setzung.
1086	+	False	159742	2021_01_13	76	ÖVP	Abgeordneter Dr. Josef Smolle (ÖVP)	True	Wir alle wünschen uns noch mehr Impfstoffe und freuen uns, dass es da auch Nachlieferungen geben wird.	False	False	True	False	False	2	Wir alle wünschen uns noch mehr Impfstoffe und freuen uns, dass es da auch Nachlieferungen geben wird.
4283	+	True	162171	2021_01_14	77	SPÖ	Abgeordneter Dietmar Keck (SPÖ)	False	Ich habe mir das dann auch für mein Heimatbundesland, für Oberösterreich, angeschaut und festgestellt, das Bundesland Oberösterreich hat fünf Teststraßen für 15 Bezirke und drei Statutarstädte. Es gibt fünf Teststraßen in ganz Oberösterreich, wobei einzelne Per­sonen teilweise 60 Kilometer und weiter fahren müssten, um zu einer Teststraße zu kommen. Ich denke, da müssten wir ansetzen, dafür müssten wir sorgen, dass diese Teststraßen in jedem Bezirk vorhanden sind, dass diese Teststraßen von jeder Öster­reicherin, von jedem Österreicher kostenlos in Anspruch genommen werden können.	False	False	False	True	False	2	Ich habe mir das dann auch für mein Heimatbundesland, für Oberösterreich, angeschaut und festgestellt, das Bundesland Oberösterreich hat fünf Teststraßen für 15 Bezirke und drei Statutarstädte. Es gibt fünf Teststraßen in ganz Oberösterreich, wobei einzelne Per­sonen teilweise 60 Kilometer und weiter fahren müssten, um zu einer Teststraße zu kommen. Ich denke, da müssten wir ansetzen, dafür müssten wir sorgen, dass diese Teststraßen in jedem Bezirk vorhanden sind, dass diese Teststraßen von jeder Öster­reicherin, von jedem Österreicher kostenlos in Anspruch genommen werden können.
1411	+	False	162178	2021_01_14	77	SPÖ	Abgeordneter Dietmar Keck (SPÖ)	False	– Wenn nur etwa 30 Prozent der über 80-jährigen Personen in einem Bundesland mit dem Impfstoff versorgt werden kön­nen, bedeutet das, die restlichen 70 Prozent werden der Gefahr ausgesetzt, dass sie vielleicht an diesem Coronavirus sterben werden, weil wir die Impfstoffdosen nicht recht­zeitig zur Hand und in der entsprechenden Anzahl in den Bundesländern haben.	False	False	True	False	False	2	– Wenn nur etwa 30 Prozent der über 80-jährigen Personen in einem Bundesland mit dem Impfstoff versorgt werden kön­nen, bedeutet das, die restlichen 70 Prozent werden der Gefahr ausgesetzt, dass sie vielleicht an diesem Coronavirus sterben werden, weil wir die Impfstoffdosen nicht recht­zeitig zur Hand und in der entsprechenden Anzahl in den Bundesländern haben.
3267	o	True	46943	2020_04_28	27	FPÖ	Abgeordneter Ing. Mag. Volker Reifenberger (FPÖ)	False	"Au­gust nicht möglich sein. Eine konkrete Zahl, die eine Großveranstaltung definiere, woll­te man dabei nicht nennen, weil dies von der Möglichkeit der Veranstalter abhinge, die Schutzmaßnahmen und Abstandsregelungen zu gewährleisten. Skurril anmutend ist die in diesem Zusammenhang getätigte Aussage von Kogler, dass „man selber aufpassen muss, dass man nicht skurril wird als Regierung"" und lässt mit folgender Ergänzung, dass in Hinblick auf die Möglichkeit der Abhaltung der oben ge­nannten Festspiele „theoretisch viel möglich ist, Praktisches eine andere Frage ist,“ die Verantwortlichen ratlos zurück."	False	False	False	False	True	1	"Au­gust nicht möglich sein. Eine konkrete Zahl, die eine Großveranstaltung definiere, woll­te man dabei nicht nennen, weil dies von der Möglichkeit der Veranstalter abhinge, die Schutzmaßnahmen und Abstandsregelungen zu gewährleisten. Skurril anmutend ist die in diesem Zusammenhang getätigte Aussage von Kogler, dass „man selber aufpassen muss, dass man nicht skurril wird als Regierung"" und lässt mit folgender Ergänzung, dass in Hinblick auf die Möglichkeit der Abhaltung der oben ge­nannten Festspiele „theoretisch viel möglich ist, Praktisches eine andere Frage ist,“ die Verantwortlichen ratlos zurück."
2699	+	True	180301	2021_03_24	89	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Genau in dieser Zeit ist der Bundeskanzler durch das Weltgeschehen gereist und hat dort Druck gemacht, dass Impfstoff zugelassen wird, anstatt zu schauen, dass man mit den Maßnahmen, die im Land möglich gewesen wären, hier die Risikogruppe ausreichend schützt. Nun, die Impfstoffhersteller haben aus meiner Sicht trotz alledem den bestmöglichen Job gemacht, und in wirklich kurzer Zeit und unter massivster Beschleunigung der Zulassungsstudien – aus meiner Sicht sogar einer zu starken Beschleunigung, ich hätte gerne mehr und noch mehr längerfristige Daten für die Zulassung gehabt, aber die EMA hat das anders entschieden – wurden die ersten Impfstoffe dann im Dezember zugelassen. Wie sind wir nach einem halben Jahr Verhandlungen mit den Herstellern, nach etlichen Diskussionen und Einsätzen, damit diese Impfstoffe so schnell wie möglich herkommen, dagestanden?	False	False	True	False	False	2	Genau in dieser Zeit ist der Bundeskanzler durch das Weltgeschehen gereist und hat dort Druck gemacht, dass Impfstoff zugelassen wird, anstatt zu schauen, dass man mit den Maßnahmen, die im Land möglich gewesen wären, hier die Risikogruppe ausreichend schützt. Nun, die Impfstoffhersteller haben aus meiner Sicht trotz alledem den bestmöglichen Job gemacht, und in wirklich kurzer Zeit und unter massivster Beschleunigung der Zulassungsstudien – aus meiner Sicht sogar einer zu starken Beschleunigung, ich hätte gerne mehr und noch mehr längerfristige Daten für die Zulassung gehabt, aber die EMA hat das anders entschieden – wurden die ersten Impfstoffe dann im Dezember zugelassen. Wie sind wir nach einem halben Jahr Verhandlungen mit den Herstellern, nach etlichen Diskussionen und Einsätzen, damit diese Impfstoffe so schnell wie möglich herkommen, dagestanden?
1163	-	False	177401	2021_03_24	89	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Wir stehen unmittelbar am Anfang einer Serie von Studien, die bei all diesen neuen Stämmen prüfen soll, ob der aktuelle Impfstoff wirksam ist, ob eine dritte Impfung die Wirksamkeit sicherstellen kann , und wir werden das wissen, wenn wir die Daten haben.	False	False	True	False	False	0	Wir stehen unmittelbar am Anfang einer Serie von Studien, die bei all diesen neuen Stämmen prüfen soll, ob der aktuelle Impfstoff wirksam ist, ob eine dritte Impfung die Wirksamkeit sicherstellen kann , und wir werden das wissen, wenn wir die Daten haben.
2105	o	True	190442	2021_03_26	93	SPÖ	Abgeordnete Mag. Karin Greiner (SPÖ)	False	Und dann läuft es, und Umfragewerte werden schlechter, der Bundeskanzler stellt sich hin und sagt, Impfen ist ab jetzt Chefsache, bis April sind alle über 65-Jährigen geimpft. – Kleiner Faktencheck: Heute sind nicht einmal alle über 85-Jährigen geimpft. Da sind wir weit weg von den 65-Jährigen!	False	False	True	False	False	1	Und dann läuft es, und Umfragewerte werden schlechter, der Bundeskanzler stellt sich hin und sagt, Impfen ist ab jetzt Chefsache, bis April sind alle über 65-Jährigen geimpft. – Kleiner Faktencheck: Heute sind nicht einmal alle über 85-Jährigen geimpft. Da sind wir weit weg von den 65-Jährigen!
1454	+	False	201002	2021_05_03	101	ÖVP	Abgeordneter August Wöginger (ÖVP)	True	– Weil genau das Impfen und die erfolgreiche Teststrategie, die wir in unserem Land umgesetzt haben, die Grundvoraussetzungen dafür sind, dass wir das tun können.	False	False	True	True	False	2	– Weil genau das Impfen und die erfolgreiche Teststrategie, die wir in unserem Land umgesetzt haben, die Grundvoraussetzungen dafür sind, dass wir das tun können.
4230	o	True	65236	2020_05_26	32	FPÖ	Abgeordnete Rosa Ecker, MBA (FPÖ)	False	Gerade für Frauen braucht es andere Medikamente oder Behandlungsmethoden, andere Dia­gnostiken. In unserem Gesundheitssystem wird sehr viel an Männern getestet. Spezielle Auswirkungen auf Frauen sind zu wenig erforscht.	False	False	False	True	False	1	Gerade für Frauen braucht es andere Medikamente oder Behandlungsmethoden, andere Dia­gnostiken. In unserem Gesundheitssystem wird sehr viel an Männern getestet. Spezielle Auswirkungen auf Frauen sind zu wenig erforscht.
824	+	False	162157	2021_01_14	77	SPÖ	Abgeordneter Dietmar Keck (SPÖ)	False	Den Gegnern dieser Teststrategien und den Gegnern dieser Impfstrategie ist eines zu sagen: Wenn mir diese Gegner sagen, die Coronapandemie ist mit einer Grippe gleich­zusetzen, dann kann ich nur antworten: Ich kenne keine einzige Grippewelle, die über ein Jahr dauert, bei der es wöchentlich Tote gibt und wir nicht wissen, wie wir sie in den Griff bekommen.	False	False	True	True	False	2	Den Gegnern dieser Teststrategien und den Gegnern dieser Impfstrategie ist eines zu sagen: Wenn mir diese Gegner sagen, die Coronapandemie ist mit einer Grippe gleich­zusetzen, dann kann ich nur antworten: Ich kenne keine einzige Grippewelle, die über ein Jahr dauert, bei der es wöchentlich Tote gibt und wir nicht wissen, wie wir sie in den Griff bekommen.
4815	+	True	194198	2021_04_21	97	NEOS	Abgeordnete Mag. Martina Künsberg Sarre (NEOS)	False	Das ist aus unserer Sicht ein großer Erfolg. Die Uni Graz beispielsweise wird ab 2. Mai eine zweite Teststraße einrichten. Das ist für die Studierenden ein wichtiger und guter Schritt in Richtung mehr normales Leben als es bisher war, es braucht aber weit mehr.	False	False	False	True	False	2	Das ist aus unserer Sicht ein großer Erfolg. Die Uni Graz beispielsweise wird ab 2. Mai eine zweite Teststraße einrichten. Das ist für die Studierenden ein wichtiger und guter Schritt in Richtung mehr normales Leben als es bisher war, es braucht aber weit mehr.
868	o	True	159625	2021_01_13	76	NEOS	Abgeordnete Mag. Beate Meinl-Reisinger, MES (NEOS)	False	– Nein, Herr Minister! Was wir jetzt beim Impfen gesehen haben, ist die Manifestation, dass es an echtem Leadership und an Managementfähigkeiten mangelt und in dieser Regierung Inszenierung vor Substanz gestellt wird. 	False	False	True	False	False	1	– Nein, Herr Minister! Was wir jetzt beim Impfen gesehen haben, ist die Manifestation, dass es an echtem Leadership und an Managementfähigkeiten mangelt und in dieser Regierung Inszenierung vor Substanz gestellt wird. 
913	o	True	180551	2021_03_24	89	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Die Verträge und ob sie bestimmte Liefermengen liefern müssen – das ist alles so streng geheim, das dürfen wir ja gar nicht wissen. Sie haben aber auch, um den Österreichern klarzumachen, wie großartig in Österreich die Impfung funktioniert, eine solche Tabelle – sage ich jetzt einmal – hochgehalten . Es ist nicht die gleiche, weil diese schon ein paar Tage alt ist.	False	False	True	False	False	1	Die Verträge und ob sie bestimmte Liefermengen liefern müssen – das ist alles so streng geheim, das dürfen wir ja gar nicht wissen. Sie haben aber auch, um den Österreichern klarzumachen, wie großartig in Österreich die Impfung funktioniert, eine solche Tabelle – sage ich jetzt einmal – hochgehalten . Es ist nicht die gleiche, weil diese schon ein paar Tage alt ist.
757	+	True	159325	2021_01_13	76	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Darüber hinaus hängt es davon ab, in welchen Mengen die einzelnen Impfstoffe verfügbar sind. Zudem werden die verschiedenen Impfstoffe zu unterschiedlichen Zeiten auf den Markt kommen, sodass eine freie Wahl auch aufgrund der jeweiligen Verfügbarkeit nicht möglich sein wird, ähnlich wie wir das von den saisonalen Grippeimpfstoffen her ja kennen. Auch wird nicht jeder Impfstoff für jede Person gleich gut geeignet sein, sodass es je nach Impfstoff unterschiedliche Indikationen beziehungsweise Zielgruppen geben wird.	False	False	True	False	False	2	Darüber hinaus hängt es davon ab, in welchen Mengen die einzelnen Impfstoffe verfügbar sind. Zudem werden die verschiedenen Impfstoffe zu unterschiedlichen Zeiten auf den Markt kommen, sodass eine freie Wahl auch aufgrund der jeweiligen Verfügbarkeit nicht möglich sein wird, ähnlich wie wir das von den saisonalen Grippeimpfstoffen her ja kennen. Auch wird nicht jeder Impfstoff für jede Person gleich gut geeignet sein, sodass es je nach Impfstoff unterschiedliche Indikationen beziehungsweise Zielgruppen geben wird.
3132	-	False	172888	2021_02_24	85	Grüne	Abgeordnete Mag. Sibylle Hamann (Grüne)	True	Die Frage, die die FPÖ stellt, ist: Warum müssen Kinder in den Schulen zumindest zeitweise einen Mund-Nasen-Schutz tragen?	True	False	False	False	False	0	Die Frage, die die FPÖ stellt, ist: Warum müssen Kinder in den Schulen zumindest zeitweise einen Mund-Nasen-Schutz tragen?
3833	-	False	154045	2020_12_11	71	SPÖ	Abgeordnete Mag. Dr. Sonja Hammerschmid (SPÖ)	False	Zwei Dinge haben diese acht Oppositionsanträge gemein: Erstens fordern sie alle Maßnahmen, um die negativen Auswirkungen des Lockdowns mit den Schulschließungen zu kompensieren, denn wir wissen alle aus einer Unzahl von Studien, wie groß die Bildungsverluste der Kinder durch diese Lockdowns sind, aber auch die psychischen und sozialen Probleme, die damit verbunden sind.	False	True	False	False	False	0	Zwei Dinge haben diese acht Oppositionsanträge gemein: Erstens fordern sie alle Maßnahmen, um die negativen Auswirkungen des Lockdowns mit den Schulschließungen zu kompensieren, denn wir wissen alle aus einer Unzahl von Studien, wie groß die Bildungsverluste der Kinder durch diese Lockdowns sind, aber auch die psychischen und sozialen Probleme, die damit verbunden sind.
